latitude,longitude,ptype,property value
42.3702768714286, -71.0356827142857, 317, 210000
42.370551, -71.0355421, 337, 1096660
42.3702878857143, -71.0356698571428, 400, 1723240
42.3701796, -71.0303289, 337, 310300
42.3698515384615, -71.0361805384615, 317, 742500
42.3667830204082, -71.0310829591837, 340, 297000
42.3667983265306, -71.0310673469388, 353, 308500
42.3698000869565, -71.0336707391304, 353, 1604000
42.3216681, -71.1319111, 353, 39500
42.3684240265069, -71.0337082517617, 332, 437500
42.3698856666667, -71.032706, 300, 57853500
42.3691696, -71.0326837, 332, 43233
42.3691696, -71.0326837, 332, 58720
42.3691696, -71.0326837, 332, 51962
42.3684163969093, -71.0334345565193, 332, 449000
42.3794903673469, -71.0268818979592, 317, 1259500
42.3794903673469, -71.0268818979592, 317, 1259500
42.365976, -71.093785, 336, 30500
42.3810209166667, -71.0140049166667, 332, 421000
42.3856266028709, -71.0097050745981, 325, 741800
42.3857376040263, -71.0093739783684, 328, 804000
42.3858153479309, -71.0091422255031, 326, 559500
42.3866622347758, -71.0070898217152, 357, 467500
42.3866622347758, -71.0070898217152, 357, 82000
42.3865042727273, -71.0065955454545, 307, 430000
42.394521, -71.129253, 384, 265000
42.3848677272727, -71.0050606060606, 384, 1399000
42.3658330952381, -71.029273047619, 317, 261360
42.365662875, -71.0290663125, 317, 332640
42.3643010833333, -71.0298874583333, 404, 2259000
42.3642975102041, -71.0293772244898, 384, 354900
42.3647914195702, -71.0349503465893, 384, 9583957
42.3647914195702, -71.0349503465893, 384, 9583957
42.3647914195702, -71.0349503465893, 384, 9583957
42.3647914195702, -71.0349503465893, 384, 9583957
42.3647914195702, -71.0349503465893, 384, 9583957
42.3647914195702, -71.0349503465893, 384, 9583957
42.3647914195702, -71.0349503465893, 384, 9583957
42.3647914195702, -71.0349503465893, 384, 9583957
42.3647914195702, -71.0349503465893, 384, 9583957
42.3647914195702, -71.0349503465893, 384, 9583957
42.3640799315069, -71.030976260274, 336, 121000
42.3674719381802, -71.036745681139, 326, 198500
42.3671308333333, -71.0359618333333, 326, 204000
42.3673888051114, -71.0356497757192, 326, 164500
42.3672961428571, -71.035902, 320, 290500
42.368576, -71.037387, 317, 623000
42.3675298695652, -71.034996, 407, 141000
42.3674963043478, -71.03492, 317, 99500
42.365804, -71.0310381428571, 353, 141600
42.3658556190476, -71.0293248095238, 326, 147500
42.3669536666667, -71.0318581666667, 332, 268000
42.3680925714286, -71.0344638571429, 317, 310000
42.3679923571429, -71.0337741428572, 317, 288500
42.3679537857143, -71.0336827142857, 332, 823000
42.3695512, -71.0375568, 387, 258000
42.3674555, -71.0329845, 317, 294500
42.3797645, -71.1183858261438, 332, 499500
42.3689565555556, -71.0364531111111, 325, 745000
42.4548665, -71.0706250667556, 387, 18780
42.3679357692308, -71.0351940769231, 387, 61820
42.369553, -71.037806, 320, 85000
42.3686453333333, -71.0390192083333, 343, 655000
42.3685177, -71.0389081, 337, 193200
42.369877, -71.038569, 320, 271500
42.3687333333333, -71.0392137083333, 340, 81500
42.369002, -71.03969, 328, 319500
42.3690155675676, -71.0396802702703, 326, 196000
42.3690291351351, -71.0396705405405, 319, 199000
42.3690427027027, -71.0396608108108, 319, 325000
42.3690562702703, -71.0396510810811, 319, 525000
42.3690834054054, -71.0396316216216, 358, 123500
42.3690834054054, -71.0396316216216, 358, 130000
42.3692190810811, -71.0395343243243, 357, 353500
42.3712047976475, -71.0436083681815, 402, 775500
42.3713750434783, -71.042604173913, 316, 2349000
42.377658, -71.0400556542056, 317, 686873
42.377706, -71.040059728972, 328, 1397000
42.373675, -71.0399123877551, 332, 1057500
42.373648, -71.0399334081633, 337, 93200
42.373621, -71.0399544285714, 337, 93100
42.373567, -71.0399964693878, 332, 474000
42.372973, -71.0404589183673, 342, 981668
42.3789457, -71.0400548, 342, 1767332
42.377484, -71.0400408831776, 311, 838000
42.377496, -71.0400419018692, 358, 214500
42.3737241, -71.0391774, 344, 491500
42.37368075, -71.0391765, 327, 294000
42.3736663, -71.0391762, 326, 394000
42.3728124, -71.0403281111111, 337, 57001
42.3729594, -71.0402136666667, 337, 182399
42.3734004, -71.0398703333333, 332, 1387500
42.3727263, -71.0405124, 332, 235500
42.3724825, -71.0391445, 343, 497500
42.4217638, -71.0685584, 337, 107011
42.4217638, -71.0685584, 337, 141732
42.37133905, -71.0391168, 333, 501158
42.3707925217391, -71.0394520434783, 343, 1771500
42.423302, -71.097353, 337, 502599
42.3695512, -71.0375568, 337, 217980
42.3695512, -71.0375568, 337, 208793
42.3729586666667, -71.0392683333333, 437, 370000
42.3729586666667, -71.0392683333333, 437, 370000
42.3715539285714, -71.0413081428571, 438, 420500
42.371437, -71.0425595, 400, 1152300
42.3720995333333, -71.0411394666667, 402, 497600
42.3695512, -71.0375568, 402, 78100
42.369184375, -71.04022775, 356, 186500
42.369236875, -71.0397735, 320, 933500
42.36908, -71.039886, 387, 534000
42.369549, -71.039546, 357, 99000
42.411549, -71.121782, 315, 64500
42.370229125, -71.0393740625, 329, 382000
42.3696037179487, -71.0395051025641, 319, 272000
42.3695987435897, -71.0395088205128, 319, 225000
42.3695937692308, -71.0395125384615, 343, 519000
42.3695838205128, -71.039519974359, 329, 297500
42.371665, -71.119563, 337, 25400
42.37094, -71.039106, 341, 870500
42.3709610434783, -71.0391065217391, 341, 627471
42.3709820869565, -71.0391070434783, 344, 970500
42.3696136666667, -71.0394976666667, 344, 482250
42.370269, -71.038864, 344, 482250
42.3709426304348, -71.0391060652174, 342, 226500
42.3709478913043, -71.0391061956522, 342, 249000
42.3709531521739, -71.039106326087, 343, 166000
42.3709794565217, -71.0391069782609, 343, 289500
42.3709952391304, -71.0391073695652, 343, 341000
42.3696236153846, -71.0394902307692, 319, 516500
42.371049826087, -71.0392406521739, 337, 114576
42.3710264347826, -71.0392598695652, 337, 39424
42.3709562608696, -71.0393175217391, 337, 24400
42.3716175454545, -71.0389012727273, 342, 388000
42.3717413636364, -71.0389041818182, 344, 1473000
42.4217638, -71.0685584, 337, 74400
42.3719270909091, -71.0389085454545, 319, 313500
42.3722069090909, -71.0389151818182, 342, 426000
42.3713006, -71.0371575, 337, 29200
19.4331242, -99.1573839, 337, 44088
19.4331242, -99.1573839, 337, 143352
19.4331242, -99.1573839, 337, 64892
19.4331242, -99.1573839, 337, 210831
42.3730664545455, -71.0361772727273, 357, 120500
42.3729295454545, -71.0359637272727, 326, 24341
42.3701796, -71.0303289, 326, 139000
42.3735849591837, -71.0389524489796, 340, 307500
42.3736793265306, -71.0389544081633, 357, 195500
42.3736793265306, -71.0389544081633, 357, 113000
42.373642375, -71.0388401875, 320, 1469339
42.3709505217391, -71.0391062608696, 320, 590725
42.3745003333333, -71.038259, 319, 572500
42.3763935816327, -71.0397260816327, 324, 9387500
42.3761677628373, -71.0392564739841, 357, 605500
42.3761677628373, -71.0392564739841, 357, 37000
42.3761677628373, -71.0392564739841, 357, 649500
42.3760887799538, -71.0392544392962, 319, 275000
42.3759703056284, -71.0392513872644, 319, 923500
42.3761065918367, -71.0397015918367, 320, 1392500
42.382831, -70.996544, 319, 637500
42.3927199, -71.1071165, 337, 77300
42.3828618333333, -70.9965285833333, 343, 1116000
42.382835625, -70.9965416875, 370, 438500
42.37599935, -71.0361654, 326, 231500
42.375180125, -71.03835, 357, 204500
42.37520495, -71.0382838, 358, 167500
42.37520495, -71.0382838, 316, 165155
42.3752546, -71.0381514, 320, 257345
42.375428375, -71.037688, 311, 836000
42.375875225, -71.0364964, 319, 1457500
42.3759497, -71.0362978, 342, 1543000
42.31525325, -71.102842370253, 311, 317000
42.3745238181818, -71.0379482727273, 320, 257000
42.367878, -71.030502, 341, 1267500
42.3757082439024, -71.0364496829268, 319, 199000
42.3756840243902, -71.0365142682927, 326, 381500
42.3751027560976, -71.0380643170732, 320, 177500
42.3702895, -71.0406414, 387, 84400
42.3702895, -71.0406414, 387, 21100
42.3753090888889, -71.0365396888889, 332, 462500
42.3753231111111, -71.0365231111111, 332, 509000
42.37545025, -71.03509325, 317, 104300
42.3741899090909, -71.0353919090909, 378, 1963300
42.3747206363636, -71.0347653030303, 317, 105500
42.3754537142857, -71.0316574285714, 320, 165000
42.3801978, -71.0257445, 387, 72000
42.3702895, -71.0406414, 337, 38700
42.37618355, -71.03334615, 332, 691000
42.3702895, -71.0406414, 337, 64300
42.3702895, -71.0406414, 337, 38700
42.376013, -71.035635, 342, 214500
42.376809, -71.033479, 319, 245000
42.3762396923077, -71.0358518461538, 326, 486500
42.3762396923077, -71.0358518461538, 326, 486500
42.3765270447761, -71.0321153283582, 332, 98300
42.3767143103448, -71.0307360689655, 337, 47800
42.3762711428571, -71.030454, 337, 45700
42.3762206666667, -71.030512, 402, 336500
42.3758673333333, -71.030918, 337, 37800
42.3758168571429, -71.030976, 337, 33800
42.3757663809524, -71.031034, 337, 33800
42.375614952381, -71.031208, 332, 466500
42.3768228275862, -71.0306085172414, 320, 619500
42.3774651, -71.02983885, 355, 893900
42.3801978, -71.0257445, 332, 64193
42.3772867, -71.02927685, 332, 128407
42.378467037734, -71.0290829203394, 328, 213500
42.3775200434783, -71.030071, 320, 255500
42.3775200434783, -71.030071, 320, 255500
42.379185, -71.0629135, 343, 493500
42.379195, -71.062939, 326, 382500
42.3821452, -71.088619, 379, 2677500
42.3821452, -71.088619, 379, 2677500
42.3821452, -71.088619, 379, 2677500
42.37859125, -71.06170725, 357, 201500
42.37859125, -71.06170725, 358, 144500
42.37913, -71.06277325, 337, 108500
42.3798663, -71.0644891, 337, 81500
42.375209, -71.063401, 358, 204000
49.5461174, 13.7890931, 374, 272000
42.3619443204045, -71.0832217759961, 341, 1662500
42.3621645526316, -71.0844651052631, 357, 294500
42.3621715, -71.084495, 357, 177000
42.3621715, -71.084495, 357, 388000
42.3621715, -71.084495, 357, 256500
42.3622434, -71.0848294, 311, 350500
42.469749780131, -71.0303320701066, 326, 1290500
42.3623100669074, -71.0854095450856, 358, 231000
42.3623186021668, -71.0855179057702, 358, 199500
42.3775524090909, -71.0660332954545, 424, 443500
42.3623402211304, -71.085788784969, 343, 176500
42.3623424304092, -71.0858158690903, 357, 171500
42.362344639688, -71.0858429532116, 319, 245000
42.362344639688, -71.0858429532116, 319, 245000
42.3623468489667, -71.0858700373329, 319, 291000
42.388265, -71.096242, 343, 616500
42.3798663, -71.0644891, 437, 267500
42.388265, -71.096242, 328, 190500
42.379868, -71.064298, 358, 143500
42.388265, -71.096242, 441, 317964
42.3856478940114, -71.093454324023, 444, 436439
42.38557881452, -71.0933840670402, 400, 8229436
42.38557881452, -71.0933840670402, 400, 8229436
42.3861774129016, -71.0939981188253, 444, 33207
42.3864168258032, -71.0942462376505, 444, 1854865
42.388265, -71.096242, 444, 218219
42.387383, -71.09523, 444, 123341
42.388265, -71.096242, 444, 90134
42.3867786567202, -71.0946157793435, 444, 2827364
42.388265, -71.096242, 444, 232451
42.388265, -71.096242, 444, 256171
42.3791506, -71.0570142, 444, 4957376
42.3903024, -71.0982274, 444, 284634
42.388265, -71.096242, 444, 5113924
42.388265, -71.096242, 400, 459230
42.41864, -71.065547, 444, 1254000
42.388265, -71.096242, 316, 173843
42.396646545575, -71.103722865345, 318, 154511
42.3966296213125, -71.1037097211209, 316, 401285
42.3968327124625, -71.103867451811, 353, 1328500
58.9998052, 6.1254716, 346, 83262500
42.3896109, -71.0711719, 337, 334300
42.390568, -71.070287, 424, 4673800
42.3896109, -71.0711719, 317, 335500
42.3896109, -71.0711719, 442, 2450000
42.389877, -71.070887, 400, 1557000
42.38756945, -71.0756189, 400, 1494000
42.3875553, -71.0755926, 404, 717000
42.387222, -71.074854, 337, 40000
42.387222, -71.074854, 337, 38500
42.387222, -71.074854, 337, 39100
42.387222, -71.074854, 337, 39100
42.3875317166667, -71.0755487666667, 337, 35900
42.3865026666667, -71.0755730833333, 414, 1458500
42.38631225, -71.0758347083333, 353, 324000
42.3866346122449, -71.0765101020408, 317, 970000
42.3195105, -71.0833024, 441, 33900
42.3195105, -71.0833024, 441, 33900
42.3195105, -71.0833024, 441, 34100
42.3195105, -71.0833024, 441, 36300
42.3195105, -71.0833024, 441, 31000
42.3195105, -71.0833024, 441, 29600
42.3195105, -71.0833024, 441, 34900
42.3866422244898, -71.0765102040816, 337, 1176031
42.3866498367347, -71.0765103061224, 401, 1034970
42.4248111, -71.0842458783449, 402, 1109500
42.41864, -71.065547, 465, 49000
42.385434, -71.077737, 343, 391000
42.3704955833333, -71.0765349, 358, 184500
42.3704974166667, -71.0765463, 342, 2437500
42.3578485, -71.1264212, 337, 112600
42.3578485, -71.1264212, 465, 97500
42.3578485, -71.1264212, 465, 709500
42.3578485, -71.1264212, 320, 28000
42.3578485, -71.1264212, 320, 21500
42.3578485, -71.1264212, 387, 113627
42.3595413543656, -71.122614462741, 343, 734000
42.3834175, -71.0774396, 387, 63518
42.3834175, -71.0774396, 387, 110898
42.3834175, -71.0774396, 387, 107457
42.3857171, -71.0776028, 337, 219700
42.360267, -71.121209, 328, 880000
42.3611073, -71.0620127, 333, 1456400
42.3611073, -71.0620127, 332, 1101300
42.3611073, -71.0620127, 332, 1101300
42.381779291638, -71.0806568000351, 337, 42200
42.381649, -71.080616, 407, 479500
42.3706783770492, -71.077844147541, 343, 611500
42.3706577213115, -71.0776869344262, 316, 1717500
42.3578485, -71.1264212, 337, 492000
42.38176, -71.079126, 337, 60300
42.3821730612245, -71.0793196938776, 337, 113600
42.3706400163934, -71.0775521803279, 332, 642500
42.3706400163934, -71.0775521803279, 332, 642500
42.3831297272727, -71.0795250909091, 337, 96400
42.3822788125, -71.0780905625, 344, 15085500
42.381509625, -71.0801435, 343, 2086500
42.381523875, -71.0800505, 405, 1308415
42.381944, -71.077952, 440, 1090585
42.3815595, -71.079818, 320, 1577578
42.381542875, -71.0799265, 337, 535508
42.381944, -71.077952, 337, 228728
42.381944, -71.077952, 337, 1292
42.381944, -71.077952, 337, 241392
42.381944, -71.077952, 440, 7400
42.3578485, -71.1264212, 465, 884000
42.38176, -71.079126, 325, 159543
42.382224, -71.079105, 325, 139957
42.3597688378058, -71.1221975911304, 404, 4306500
42.3705839508197, -71.0771254590164, 316, 3950500
42.3578485, -71.1264212, 465, 97500
42.3705221666667, -71.0767002, 332, 5568500
42.3578485, -71.1264212, 387, 278460
42.383493, -71.0753332, 387, 994922
42.383493, -71.0753332, 387, 364618
42.3828676837883, -71.0746943619936, 316, 525500
42.3827928347781, -71.0746329321286, 400, 1637000
42.3827366980204, -71.0745868597299, 404, 1549500
42.383493, -71.0753332, 337, 69400
42.383493, -71.0753332, 337, 91300
42.3704965, -71.0765406, 400, 2610000
42.3578485, -71.1264212, 337, 103700
42.383771, -71.0731849, 401, 3337000
42.383771, -71.0731849, 337, 335365
42.3778767, -71.0700918, 318, 1343135
42.3800340618785, -71.070876023393, 312, 9160000
59.8617907, 17.4422299, 337, 1115127
42.3797325, -71.070696, 316, 8215000
42.383771, -71.0731849, 440, 589013
63.3012001, 18.2583884, 401, 1612500
63.3012001, 18.2583884, 316, 2419000
63.3012001, 18.2583884, 343, 1578000
42.3742216, -71.0679754, 465, 884000
42.3742216, -71.0679754, 465, 884000
42.374694, -71.06659, 323, 18385500
42.374694, -71.06659, 323, 18385500
42.374694, -71.06659, 323, 18385500
42.374694, -71.06659, 323, 18385500
42.3623111338149, -71.0854230901711, 356, 204500
42.3801193712712, -71.070926140358, 341, 757832
42.383771, -71.0731849, 337, 832265
42.3830694, -71.0728107, 337, 329640
42.41864, -71.065547, 337, 80360
42.41864, -71.065547, 343, 905500
42.3725524, -71.0619387, 337, 349300
42.3764526666667, -71.0566150555556, 327, 518122
42.3767621, -71.05642255, 327, 122943
42.3767654, -71.0561615, 320, 124935
42.3810278197376, -71.0615538687963, 316, 22753678
42.3810278197376, -71.0615538687963, 316, 22753678
42.3438735, -71.0356984, 444, 346305
42.3438735, -71.0356984, 444, 1480097
42.381479, -71.060929, 403, 3333000
42.3812496, -71.061588189925, 401, 5001721
42.3812496, -71.061588189925, 401, 5001721
42.3812496, -71.061588189925, 401, 5001721
42.3812496, -71.061588189925, 401, 5001721
42.3812496, -71.061588189925, 401, 5001721
42.3438735, -71.0356984, 440, 549146
42.3815241714486, -71.0611480059152, 403, 1357324
42.3438735, -71.0356984, 444, 22424415
42.3438735, -71.0356984, 444, 22424415
42.3438735, -71.0356984, 444, 22424415
42.3438735, -71.0356984, 444, 22424415
42.3438735, -71.0356984, 444, 123341
42.3438735, -71.0356984, 444, 104366
42.3438735, -71.0356984, 444, 436439
42.3438735, -71.0356984, 444, 6100655
42.3438735, -71.0356984, 444, 1489500
42.3811191233525, -71.061475608555, 444, 8175000
42.3777927692308, -71.0593448461538, 326, 592500
42.378266, -71.060802, 320, 512500
42.32765735, -71.0839662370883, 358, 217500
42.3757658189669, -71.0600612648818, 358, 439500
42.3738323061225, -71.0518134285714, 358, 5201000
42.3748965845235, -71.0527347876997, 356, 412000
42.3748965845235, -71.0527347876997, 358, 34500
42.376813641791, -71.0509113880597, 306, 5203000
42.3745601111111, -71.0554818888889, 344, 566000
42.377961, -71.052044, 343, 680000
42.377961, -71.052044, 336, 19706000
42.377961, -71.052044, 341, 74500
42.37621, -71.053939, 343, 2353000
42.377249, -71.0506946, 344, 16229000
42.375468875, -71.054959625, 358, 735500
42.375468875, -71.054959625, 358, 709500
42.375468875, -71.054959625, 358, 1670000
42.375468875, -71.054959625, 358, 1206000
42.375468875, -71.054959625, 358, 464000
42.3748965, -71.05430275, 344, 9006500
42.377042, -71.053465, 384, 184164
42.377042, -71.053465, 384, 546930
42.377042, -71.053465, 384, 134106
42.3760191, -71.0511017, 357, 308500
42.3760191, -71.0511017, 358, 221500
42.3760191, -71.0511017, 358, 256000
42.3760191, -71.0511017, 358, 215000
42.3760191, -71.0511017, 358, 222000
42.3760191, -71.0511017, 358, 222000
42.3760191, -71.0511017, 358, 215500
42.3760191, -71.0511017, 358, 179000
42.3760191, -71.0511017, 358, 161500
42.377961, -71.052044, 384, 189108
42.3725437412758, -71.05854427006, 359, 908500
42.3725437412758, -71.05854427006, 356, 2839000
42.3719497, -71.0608916, 346, 55227000
42.3708371, -71.0605657, 300, 37208500
42.3719497, -71.0608916, 345, 8530500
42.372187, -71.061646, 344, 4325000
42.3729836, -71.0609542, 358, 312000
42.3496172648178, -71.1430743581562, 343, 2888500
42.3738786666667, -71.062568, 357, 376500
42.3617896735171, -71.0812082961245, 357, 448500
42.3738086, -71.0626573, 357, 649000
42.3738086, -71.0626573, 357, 230000
42.3744381, -71.0634363291409, 358, 246000
42.3744381, -71.0634363291409, 358, 253500
42.3618365801358, -71.0818466340219, 358, 156500
42.3618061776978, -71.0814328964958, 358, 220500
42.3725944433525, -71.0620645106859, 358, 145000
42.41864, -71.065547, 337, 970800
42.372112, -71.062147, 343, 1014500
42.3718451642199, -71.0627535389081, 334, 634362
42.3732968571429, -71.0640765714286, 337, 736638
42.3618485076109, -71.082000258228, 320, 1146500
42.383771, -71.0731849, 332, 35300
42.3742216, -71.0679754, 441, 29992
42.3742216, -71.0679754, 440, 10460
42.3742216, -71.0679754, 441, 782074
42.3742216, -71.0679754, 440, 225925
42.3742216, -71.0679754, 441, 167066
42.3742216, -71.0679754, 440, 291383
42.3742216, -71.0679754, 440, 405600
42.3610260672993, -71.0636097686782, 320, 2184500
42.3706252622951, -71.0774398852459, 326, 1439000
42.3604719, -71.0630993540403, 358, 189500
42.3604719, -71.0630993540403, 358, 112500
42.3604719, -71.0630993540403, 358, 83500
42.3605844397171, -71.0629960325724, 356, 1282000
42.3595514583333, -71.0630590416667, 358, 212500
42.3595514583333, -71.0630590416667, 358, 136000
42.3595498333333, -71.0630801666667, 344, 1704000
42.3605166967892, -71.0637609017109, 365, 13242797
42.3706636229508, -71.077731852459, 327, 1534000
42.3607935260022, -71.0637976713927, 344, 2576810
42.360773752487, -71.0637950449868, 344, 5828682
42.3607342054566, -71.0637897921752, 344, 2646245
42.3607144319413, -71.0637871657693, 344, 8679376
